               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 275,            0.028022,            0.018725,           0.0018517,             0.10719,             0.93104,             0.89765,             0.91585,             0.43058,            0.033222,             0.02081,           0.0040177,             0.13672,           0.0021473,           0.0021473,           0.0021473
                 276,            0.027648,            0.018457,            0.002532,             0.10713,             0.92844,             0.90739,             0.92376,             0.42096,             0.03359,            0.020832,           0.0038485,              0.1349,           0.0021363,           0.0021363,           0.0021363
                 277,            0.027713,            0.019235,           0.0017172,             0.10873,             0.90426,             0.89489,             0.90108,             0.45412,            0.032215,            0.020635,           0.0038192,             0.13262,           0.0021257,           0.0021257,           0.0021257
                 278,            0.025926,            0.018184,           0.0014965,              0.1071,             0.92207,             0.88513,             0.90486,             0.43672,            0.032554,             0.02079,           0.0039166,             0.13283,           0.0021155,           0.0021155,           0.0021155
                 279,            0.028339,            0.019111,           0.0020776,             0.10716,              0.9001,             0.87405,             0.88257,             0.42602,            0.032346,            0.020523,           0.0041449,             0.13582,           0.0021057,           0.0021057,           0.0021057
                 280,            0.027579,            0.021068,           0.0032643,             0.11187,             0.88805,              0.8407,             0.83835,             0.39631,            0.032837,            0.020558,            0.004381,             0.13483,           0.0020963,           0.0020963,           0.0020963
                 281,            0.027602,            0.018541,           0.0021405,             0.10545,             0.88904,             0.84843,             0.86156,             0.39882,            0.033716,            0.020814,           0.0044707,             0.13568,           0.0020874,           0.0020874,           0.0020874
                 282,            0.027604,            0.019353,            0.001752,              0.1065,             0.95131,             0.92092,             0.94887,             0.43464,            0.032941,            0.020535,           0.0044648,              0.1333,           0.0020789,           0.0020789,           0.0020789
                 283,            0.027066,            0.019353,           0.0018635,             0.10503,             0.92357,              0.9222,             0.92555,             0.43633,            0.033635,            0.020614,           0.0044313,             0.13107,           0.0020709,           0.0020709,           0.0020709
                 284,            0.028325,            0.020405,           0.0017911,             0.10562,             0.93219,             0.90561,             0.91967,              0.4511,            0.033321,            0.020599,           0.0046772,             0.13302,           0.0020632,           0.0020632,           0.0020632
                 285,            0.027421,            0.020004,           0.0017925,             0.10726,             0.93725,             0.90103,             0.91692,             0.42307,            0.034464,            0.021205,           0.0042245,              0.1332,            0.002056,            0.002056,            0.002056
                 286,            0.027112,            0.018513,           0.0014629,             0.10431,             0.93279,             0.90537,             0.92266,             0.41288,            0.034204,             0.02149,           0.0043798,              0.1348,           0.0020492,           0.0020492,           0.0020492
                 287,            0.027692,            0.018254,           0.0020113,             0.10656,              0.9357,             0.90063,             0.92678,             0.42511,            0.034075,            0.021293,           0.0046269,             0.13808,           0.0020429,           0.0020429,           0.0020429
                 288,            0.026166,            0.017318,           0.0019298,             0.10539,             0.94591,             0.91989,             0.94348,             0.40496,            0.034468,            0.020971,           0.0043357,             0.13692,            0.002037,            0.002037,            0.002037
                 289,            0.027724,            0.018664,           0.0026747,             0.10629,             0.93281,             0.90306,             0.92392,             0.40008,            0.034351,            0.020654,           0.0041873,             0.13648,           0.0020315,           0.0020315,           0.0020315
                 290,             0.02687,            0.019606,           0.0018965,              0.1065,             0.93069,             0.91249,             0.92084,             0.40231,            0.033848,            0.020889,           0.0043288,             0.13707,           0.0020265,           0.0020265,           0.0020265
                 291,            0.026785,             0.01746,           0.0015808,             0.10547,             0.94092,             0.92049,             0.93719,             0.40059,            0.034089,            0.020925,           0.0045562,             0.13667,           0.0020219,           0.0020219,           0.0020219
                 292,            0.028139,            0.019199,           0.0017297,             0.10542,             0.92099,             0.88825,             0.89896,             0.42086,            0.033287,            0.020732,           0.0052368,             0.13523,           0.0020178,           0.0020178,           0.0020178
                 293,            0.027937,            0.017853,           0.0015117,             0.10335,             0.91705,               0.889,             0.90123,              0.3996,            0.032815,            0.020564,           0.0053014,             0.13476,            0.002014,            0.002014,            0.002014
                 294,             0.02742,            0.019952,           0.0017325,              0.1059,             0.89043,             0.88389,             0.87975,             0.39305,            0.033106,             0.02062,           0.0052693,             0.13462,           0.0020107,           0.0020107,           0.0020107
                 295,             0.02834,            0.019022,           0.0032001,             0.10659,             0.89868,             0.89454,             0.89106,             0.40765,            0.033193,            0.020405,           0.0054025,             0.13327,           0.0020079,           0.0020079,           0.0020079
                 296,            0.026682,            0.018147,           0.0022415,              0.1049,             0.92943,             0.91477,             0.92627,             0.43492,            0.032906,            0.020394,           0.0054207,             0.13078,           0.0020055,           0.0020055,           0.0020055
                 297,            0.026585,            0.018432,           0.0014474,             0.10251,             0.91484,             0.89787,             0.90346,             0.41949,            0.033323,            0.020526,           0.0052546,             0.13048,           0.0020035,           0.0020035,           0.0020035
                 298,            0.027543,            0.020046,           0.0018742,             0.10363,             0.89431,             0.88486,              0.8742,             0.40908,              0.0337,            0.020694,           0.0049963,              0.1327,            0.002002,            0.002002,            0.002002
                 299,            0.027611,            0.018665,            0.001906,               0.103,             0.90708,              0.8877,             0.88499,             0.42086,            0.033092,            0.020574,           0.0048388,             0.13281,           0.0020009,           0.0020009,           0.0020009
